Nama Pengulas,Ulasan,Rating
Andini Putri,"aduh lama bgttt ini cuma pesen kopi satu, ngbrol terus baristanya kadang diem juga pdhal ga begitu ramai kok yg pesen tolong diperbaiki yaa Lainnya",4 bintang
Andrew daniel,"Lantai 2 hanya 2 /3 titik yg bs di pakai untuk ngecas hp,Bad Service sekali
Jenis pesanan…
Lainnya",2 bintang
Iqbal Ferdian,"Kecewa Banget sama pelayananya, Udah Biasa Reedem, Baru kali Ini reedem disuruh Bikin qpon² sendiri dulu, perasaan kemarin² tinggal Scan Qr dari tiktok terus dapet Qr lagi dari sistem tokonya terus kita scan auto direct ke wa minta … Lainnya",1 bintang
A Dimas,"Gerai Kopken langganan ketika selesai CFD. Terdiri dari dua lantai, ada smoking area outdoor di lantai 2. Indoornya nyaman dan AC dingin, cocok untuk WFC. Disini juga jadi salah satu gerai Kopken yang jual menu fried chicken Lainnya",5 bintang
Nicolas Pradana,"Percuma Bikin tempat gede Pelayananya Buruk Bgt, kebanyakan ngobrol, Order offline sama online Dipisah, Mau tuker rasa sama Item mau nambah ajah nggak bisa, Aneh bukanya F&B minimarket Alfa indo, eh jangan deh Fore ajah beli pastry mau … Lainnya",1 bintang
adinda rahmawati,"tempat nya pw banget yang nonks jadi betah, plus karyawan di benhill ramah ramah poll, store nya 24 jam sangat rekomended bintang 5 Lainnya",5 bintang
Rista aata,"Saya baru kli ini pesen kopi tpi dptnya setengah, bad sekali",2 bintang
Renaldy Dwi Muharram,Pelayanannya sangat ramah & interaktif. Meskipun ramai tetap mengedukasi customer yang datang terutama pengguna promo Qpop atau Tiktok. Pertahankan ya.. Lainnya,5 bintang
Ayub Syarifudin,Karyawan kopi kenangan kebanyakan Bercada kerja karyawan kurang cepat banget. Bedah sama kopi kenangan tempat lain.. Aturan offline sama online di pisah. Untuk Boss kopi kenangan nih tolong bantu karyawan suruh kerja di percepat aja Lainnya,1 bintang
intan ayu lestari,"Pelayanan payah bgt, barista lemot, kebanyakan ngobrol, padahal lg kosong tp bikin orderan aja becanda Mulu, kalo hiring barista yg bener dikit lah Lainnya",1 bintang
Alfi Nuri Khoirunisa,"Kopi kenangan yang baru buka.
Ada 2 lantai, AC dan smoking area.
Spacious dan WFC-friendly✨
Friendly staff ✨ Lainnya",5 bintang
Muhammad Mirza Fawaidus S,"Menunya biasa saja, tapi layout kedai kopi nya sangat bagus dan modern, dilantai 2 ada space untuk smoking area, makin nyaman dipake untuk ketemuan teman sekolah/kuliah Lainnya",5 bintang
Ina Juanita,Tadi kesini karena deket dari halte busway benhil cuma jalan aja. Trs kaya biasa kalau ke kopken aku selalu pesen creamy aren latte. Dan tadi kebetulan emang aku take away. Pas sampe rumah aku minum dan ZONK banget sih rasa creamy aren latte nya ga enakkk anehh gitu rasanya ga kaya di kopken lain.. Emang bisa gitu yaa beda2?? Lainnya,3 bintang
Mr. Ristanto,"Tempatnya enak buat santai
Jenis pesanan
Makan di tempat…
Lainnya",5 bintang
Bagoes Gilang,"Suasana sangat nyaman dan tenang. Walaupun hiruk pikuk di luar sangat panas dan berisik, didalam malah sebaliknya, sangat tenang dan adem (pagi hari, masih sepi). … Lainnya",5 bintang
Muhamad Joko Mulyono,"2 lantai, tempat duduk banyak, ada colokan listrik semua,
cocok buat yang mau sambil buka laptop,
dan AC-nya dingin Lainnya",5 bintang
Tri Desi Retnosari,"Pelayanannya parah, lemot parah baristanya nggak tau program yang berjalan.nggak lagi lagi beli disini. Lainnya",1 bintang
Farahdiba Asia,"Pesen order kopi kenangan yg caramel enak skali mana ujan2 mlalui online mantap
Jenis pesanan…
Lainnya",5 bintang
Fahmi Nurkamil,"sebagai pecinta kopi, kopinya B aja padahal pake mesin Simonelli yg besar. gatau kualitas kopinya yg jelek, atau ga yg ngebuatnya ngasal. pesanan harus di ambil sendiri, tidak di antar. tempat parkir sangat kecil sedangkan yg nongkrong banyak bgt ampe 3 lantai Lainnya",3 bintang
Diyah N,"Ac-nya dingin poll
Cuma kadang toiletnya kotor bangett, airnya gabisa 🫠 …
Jenis pesanan…
Lainnya",5 bintang
shinta s,"Ramai sekali dan berisik. Jadi saat pesan, pesanan jadi salah karena salah dengar. Rasa pesanan tidak konsisten. Pesan kopi yang sama, berbeda ukuran, tapi rasa yang ukurannya lebih besar terasa hambar. Tolong tingkatkan kualitasnya ya. Tempat dan pelayanan sudah bagus soalnya. Terima kasih Lainnya",4 bintang
Anisa wdk,"Dari semua outlet kopken, paling suka order di kopken benhil. Selain dekat dari kerjaan, pegawainya ramah2, terutama kakak cewek yg pakai kacamata ceria bgt dan kakak yg cowok juga ada yg ceria cuman agak lupa yg mana karena skg2 dia jarang deh di tempat. Pelayanannya oke banget, order lewat aplikasi lebih cepet☺️",5 bintang
Rizky Sundoro,"Lokasi strategis, di pinggir jalan kawasan Bendungan Hilir yg selalu ramai. Nyaman untuk WFC
Jenis pe…
Lainnya",5 bintang
Qurratun Nada Syafnawati,"Sumpah nunggu kopi 1 jam, kasir dan baristanya lama, kurang memberikan informasi, kebanyakan becanda saat lagi kerja. Customer di diemin padahal udah klaim pesenan lewat aplikasi. Buruk banget pelayanannya Lainnya",1 bintang
Hani Andayani,"Pesanan online aja lama banget, saya tuh lagi cari uang bukan lagi buang2 uang seperti yg jajan di situ jadi tolong di perbaiki menejmen pesanan online nya jangan di campur sama yang dine in disitu, resto lama lelet Lainnya",1 bintang
DIAH AYU ANJARSARI,"08 Juni 2025 jam 22:20, mau pesan kopi disuruh tunggu ok fine tapi ternyata amat sangat lama dengan kesibukkan nya sendiri tau itung apaan dah! Baru kali ini lama dan respon nya kurang, Mba mba 2 orang, thanks. Lainnya",1 bintang
Felycia Hanna,"Staff nya baik, ramah, extra miles, dikasih es batu namanya ka renaldy",5 bintang
Ila Rosalia,"Mas lafifu senior barista sangat ramah dan helpfull menawarkan promo yang ada best bangettt👍🏻 …
Jenis…
Lainnya",5 bintang
Fatia Rahma,"Baristanya baik dan ramah banget, gercep dan juga ga rese. Makasih ya kaka barista, ku tau kalian cape, tapi masih bisa ceria dan transfer vibes positif Lainnya",5 bintang
Sabrina Nazwa_2EA22 (Bibin),"nyari2 cafe buat ngerjain tugas kuliah, ketemu kopi kenangan ini walau jaraknya jauh 12km an dr rumah tapi pw bgt tempatnya udh 2x kesini & sepertinya akan jadi tempat langganan. … Lainnya",5 bintang
Dolores Regina,"Tempat yang nyaman dan praktis.
Pelayanan barista harap fokus saat custumer membeli dan tanyakan member (jangan urusin rambut sempat tanya member aja tak dilakukan, sepertinya orba) Lainnya",4 bintang
Angga Linggajaya,online pickup jadi satu saat kondisi rame,1 bintang
Kang Ojek,"Pelayanannya llambat. Jadi menunggu terlalu lama di resto.
Layanan: 1",1 bintang
Nana,"Tolong ya kopi kenangan sedikit diperbaiki soal pelayanannya,barista kebanyakan ngbrol becanda kondisi outlet tidak terlalu ramai,
Buat 1 cup regular americano sampe nunggu 15mnt lebih. Lainnya",3 bintang
Muhamad Akbar,"pelayanannya ga ramah, kacau jd badmood, cuma mesen americano aja nunggu 20 menit
Jenis pesanan…
Lainnya",1 bintang
kozze,"Review servicenya aja: Sabtu 26 Okt 24, 14:09 wib

Di outlet ini setelah orderan jadi, ngga semua dipanggil namanya. Jadi pesanan … Lainnya",2 bintang
Ibrahim Gagan,"Paling betah nongkrong dan ngopi di sini, staff-nya ramah-ramah dan suasananya nyaman banget. Area luas, ada toilet dan area terbuka untuk yang mau ngerokok. Colokan listrik banyak jadi cocok banget buat yang WFCS (Work From Coffee Shop). … Lainnya",5 bintang
Anggita Putra,"beli lewat aplikasi karena tidak dapat struk tanya password wifi ke pelayannya tapi disuruh check struk dan diberi password yang salah, bad experience Lainnya",1 bintang
Putri Prameswari dinanti,Tempat recommend ngopi 24jam sering bgt kesini balik mam taichan senayan wkwk yg pertama pelayanannya baik dannnnnn barista nya okey smua dalam pelayanann sangat membantu sekalii cust nya mantapp bgt😍 … Lainnya,5 bintang
Diantika Irawadi,"Nyaman, affordable, ac-nya dingin banget.
Jenis pesanan
Makan di tempat…
Lainnya",5 bintang
Natsir Syam,"Ruaaaaame kalau malem, banyak sejoli pacaran.
emak2 kalau nyari anak perempuannya kagak ada dirumah malem2 kesini aja.
ketemu. 😂 … Lainnya",5 bintang
uus jhon,Maaf ya kalau offline customernya udah rame online nya matiin aja.kasian driver nunggu sampe 40 menitan buat 1 orderan online.terimakasih Lainnya,2 bintang
Masykur Aulia,"Cumaa disini kopi kenangan sekitar sini yg ada ayamnya! Sayang bumbu bubuk udah gak ada lagi, padahal favorit bgt! Lainnya",5 bintang
Novi Novitri,"Enak buat wfc sih..ac dingin bangettttttt. Recommended place..suka..
Jenis pesanan…
Lainnya",5 bintang
Stebby Julionatan,"Murah meriah. Dan kita bisa kerja sampe pagi. Kekurangannya, toiletnya cuma satu.",5 bintang
Adhan Sadega,"Tenang tidam berisik makanan better lah
Jenis pesanan
Makan di tempat…
Lainnya",5 bintang
Ilham codet,"Mantap x la pokok ny
Jenis pesanan
Makan di tempat…
Lainnya",5 bintang
Mega Adinda,"Nyaman, bangkunya enak, adem bgt
Jenis pesanan
Makan di tempat…
Lainnya",5 bintang
Marsha Alief Noermayanti,"kakak-kakaknya ramah dan helpful banget.
Jenis pesanan
Bawa pulang…
Lainnya",5 bintang
Fitri Yant,"Rotinya keras , udh gt ayamnya ga fresh , kaya diangetin 2 x
Jenis pesanan…
Lainnya",1 bintang
windi larasati,"cozy tempatnya
Makanan: 5
Layanan:…
Lainnya",5 bintang
Gunawan Gundul,"Udah parkir susah.
Karyawannya juga Lemot lemot.
Sumpah disini Doang pelanyannya Super lama. Kebanyakan Bercanda. Lainnya",1 bintang
Iwank Jibrut,"Ojol dan pengunjung reguler harus dipisah, agar ojol tidak menunggu pesanan terlalu lama
Jenis pesana…
Lainnya",1 bintang
Rama Arya,"Asik si tempatnya, tp rame terus sering ga kebagian tempat
Jenis pesanan…
Lainnya",5 bintang
Ahis Prastio,"Bersih, nyaman, dan AC super dingin cocok untuk WFC
Jenis pesanan
Makan …
Lainnya",5 bintang
Haji Fitriyah,"Ini tempat ok banget pokok y rekomendasi bgt bisa untuk meeting kerjaan lewat zoom meeting
Makanan:…
Lainnya",5 bintang
MUHAMMAD RAFI,"Karena semakin lama wifi nya lemot banget pdahal seru banget tempat nyaa
Jenis makanan…
Lainnya",2 bintang
Ayu Henty,"Kopken sangat nyaman dan luas
Makanan: 5…
Lainnya",5 bintang
Elis Wulan,"tempat nya nyaman, barista cowo nyaa ramah
Jenis pesanan
Makan di tempat…
Lainnya",5 bintang
Renhard Silalahi,"Kamar mandi td pg jorok banyak tisu berserak
Jenis pesanan
Makan di temp…
Lainnya",4 bintang
Khalifa Rumi,"Tempatnya asik buat ngopi, ada ayam goreng juga murah pula👍 …
Makanan: 5…
Lainnya",5 bintang
el gozz,"Super  lambat, KOPI koq llebih lama dari pizza limo
Layanan: 1",1 bintang
Mira Wati,"Lama banget 30 menit cuma pesan thai tea
Makanan: 5…
Lainnya",2 bintang
jimmy leonardo Jimmy,Besttt tempat KK yang ada di jkt. Ini paling gokil,5 bintang
Jamie theZepeto,"lemot bgt baristanya busetttt
Makanan: 3…
Lainnya",2 bintang
Siti Nurhasanah,Ruangan estetik banyak colokan,5 bintang
Sigiya Wiyadi,"Layananya memuaskan
Makanan: 5
Layanan:…
Lainnya",5 bintang
karunia,Pelayanan nya lama banget 🙃 …,2 bintang
T H,"Pokoknyaaaa tempatnyaa enaakk
Makanan: 5…
Lainnya",5 bintang
Caesaria Suryaning Tyas,"staff di sana ramah - ramah🥹🤍 …
Makanan: 5…
Lainnya",5 bintang
Ramazan Goden,"Wifi Internet jelek tidak bisa pakai, Lantai atas AC rusak terpaksa duduk di bawah, bawah juga AC rusak tetes air dari AC ke meja dan barang2. Rasa Kopinya beda dengan sebelumnya, minta less sugar but masih manis saja.
Dulu tidak begitu jelek tempat ini kenapa sekarang jadi kacau begini ya? Lainnya",1 bintang
Nelly zein,"tempat ternyaman sih buat wfc
Makanan: 5…
Lainnya",5 bintang
Atikah Nur Octavia,"barista yang cwe cwe the bestt seruu🥰🥰🥰 …
Makanan: 5…
Lainnya",5 bintang
Toto Wikanto,"Barista atas nama Widya dan Nadya ramah,asik
Jenis pesanan
Makan di temp…
Lainnya",5 bintang
Ade irnawan channel,"Keren tempat nya
Makanan: 5
Layanan:…
Lainnya",5 bintang
Febi,"Tempatnya luas, ada lantai 2 nya. Suasananya cozy dan cocok untuk WFC
Jenis pesanan…
Lainnya",5 bintang
Ani Lestari,"Tempatnya cocok buat nongkrong santai, ngerjain tugas, ada dua lantai dan ada are outdoor. Mas kasirnya informatif asik juga, kopinya selalu enak roti nya juga boleh minta di angetin. Lainnya",5 bintang
Nadila Nurwijayantri,"PEGAWAI CEWE2 NYA PADA BERISIK, TERIAK2, KETAWA2 GAK JELAS!!
Jenis pesanan…
Lainnya",1 bintang
Lely Non,"Bagus pelayanan nya dan cepat 🩷 …
Jenis pesanan
Bawa pulang…
Lainnya",5 bintang
M Syahid Sundana,Ayam Saudinya cukup enak. Toast Bambang menurut saya citarasanya memang tidak terlalu manis ya. Tepian toastnya yang model kering banget. Overall OK,4 bintang
nk lila,"Kak Nadia & kak sasha baik bangettttttt asik bgtttt ih gemesh
Makanan: 5…
Lainnya",5 bintang
Zarwanda Zarwanda,"Kopi kenangan benhil terbaikk
Makanan: 5…
Lainnya",5 bintang
Fajar,adem tempat nya,5 bintang
Oemar Ichsan,Kopi kenangan yang buka 24 jam disini. Boleh dibilang kopken yang paling lengkap yang pernah saya temui karena menu ayam goreng aja ada hehe. Tempatnya tidak begitu luas tapi cukup banyak tempat duduk. Toliet oke. Lainnya,5 bintang
Iswar Rama,Di dalam yang di lt.2 nya kurang karna cuaca sangat panas dan ac tidak nyala tempat pelayanan semua sudah ok tetapi hanya panas saja di dalam nya kalau cuaca sedang panas Lainnya,1 bintang
Nayla ayudia,"Jujurly kopken cabang benhil ini tempatnya cozy bgt sih menurutku, cocok buat nugas. Makanan sama minumannya jg enak bgt pliss affordable jg, emang udh cinta mati bgt sama kopken ini.. buat pelayanan nya jg oke bgt sih sejauh ini, … Lainnya",5 bintang
Tamara Azahra,"makanannya enak banget dan aku di layanin sama ka sasa the bestttt layanannyaaa
Makanan: 5…
Lainnya",5 bintang
Keysha,"barista ramah, service cepet, overall tempatnya enak buat nongs
Makanan: 5…
Lainnya",5 bintang
Annisa Hendro Cahyani,"BAGUS BGTT SUKAK SEMUANYA🥰🥰 …
Makanan: 5…
Lainnya",5 bintang
Desta Alya Ramadhani,"minumannya enak, makanannya juga enak dan rasanya konsisten. tempatnya nyaman buat nongkrong. baristanya ramah banget, terutama yang namanya sasa, ramah dan cantik, bikin suasana jadi makin nyaman. jadi makin betah di sini. overall suka banget sama kopi kenangan benhil, pasti bakal sering balik lagi!",5 bintang
Mosa puspita,"minumannya enak makanannya juga enak dan baristanya ramah banget dan cantik yg namanya salsa itu bikin nyaman banget kalo baristanya seramah ituu, suka banget nongkrong ni kopken benhil ini Lainnya",5 bintang
Siti Nur awalliyah,"pelayanannya ramah dan tempatnya bersih
Makanan: 5…
Lainnya",5 bintang
Muhammad Robby,"Mantapp banget makanan dan minuman nyaa
Makanan: 5…
Lainnya",5 bintang
Widya Nur Aisyah,"Rasa pas,nikmat, barista asik, tempatnya nyaman,
Jenis pesanan
Makan di …
Lainnya",5 bintang
Widya Aisyah,"Nyaman banget asli tempatnya,baristanya ramah, rasa kopinya mantap polll
Jenis pesanan…
Lainnya",5 bintang
tarisa putri,"debesttttt tempatnya luass bangett nyamann bangett
Jenis pesanan
Makan d…
Lainnya",5 bintang
Laser,"Servernya yg kumisan jaga tgl 28 april malam kurang ramah, udah gitu ga mau input member, pdhl udah saya sebutin nomornya tp tetep ga diinput heheh. Sepele sih, tapi keliatan banget ga bisa ngikutin SOP Lainnya",3 bintang
Arief Mochamad,"Selalu rame tempat ini mah. Strategis soalnya. Kalo kantor dah tutup tapi msh ada kerjaan, lanjut aja dimari. Lainnya",4 bintang
Fajri Haloho,"Tempatnya sih ga gede, tapi cukup oke buat di pake nongkrong sih
Makanan: 5…
Lainnya",5 bintang
Nurul Amalia,"Gak tau apakah aku lagi apes aja, aku langganan banget dimanapun aku berada aku cari kopken. Tapi cuma disini rasanya paling hambar dan encer kopinya ga terlalu berasa kyk biasanya. Rame sih tapi kl kualitasnya dijaga sayang banget huft … Lainnya",3 bintang
al Fajar,"outlet kopi kenangan paling kacau , orang order online biar dateng tinggal pick up. ini udah order 30cmenit lebih pesenan ga di proses dan outlet dalam keadaan sepi",1 bintang
abdul ghofur,"Mantab
Makanan: 5
Layanan: 5…
Lainnya",5 bintang
Tania Fitriyani,"mas mas yg beberes santai aja kali gausah dibanting banting, kan itu 24 jam masa resah ada customer nongkrong tengah malem Lainnya",1 bintang
ビール腹,"Saya sering membeli kopi di sini.

Suasananya sangat nyaman, bersih, dan stafnya ramah. … Lainnya",3 bintang
Jago Greene,"Kami ke sini dua kali saat menginap di The Orient Hotel. Pertama kali, anak saya keracunan makanan, muntah berkali-kali. Saya pikir dia makan makanan lain, tapi saat ke sini lagi, saya diare, dan sekarang kami yakin itu karena minuman yang … Lainnya",1 bintang
Ricky,"Buka 24 jam, banyak pilihan roti dan kopi, bisa pesan ayam goreng, ramai karena sangat strategis
Jeni…
Lainnya",4 bintang
putu nelly,"Walaupun tempatnya terlihat kecil, tempat duduknya cukup banyak dan letaknya juga di lantai 2.
Makanan:…
Lainnya",5 bintang
Windy Widjaya,"Pria yang bertugas di shift pagi itu benar-benar hebat.
Jenis pesanan
Ma…
Lainnya",5 bintang
Pratama Yudha Prawira,"Ayolah, terlalu berisik, terlalu ramai, dan bau di gedung ini sangat mengganggu. Perlu lebih banyak perbaikan untuk tempat ini. Lainnya",3 bintang
rahman ramadhan,"Wi-Fi tersedia, ramah WFC
Tarif per orang
Rp 25–50 rb…
Lainnya",5 bintang
Komang Ayu Ratih,,5 bintang
Farhan Fadhilah,"Nyamanttt
Jenis pesanan
Makan di tempat…
Lainnya",5 bintang
Galih DP,,5 bintang
Aldo Aldriando,,5 bintang
Devi Ana,,5 bintang
Willy Kazinama,"Mantaaapp👍 …
Jenis pesanan
Makan di tempat…
Lainnya",5 bintang
Teguh Maulana,"Keramahtamahan yang baik
Makanan: 5…
Lainnya",5 bintang
Nazwa Haliza,,5 bintang
Alusyanti Primawati,,5 bintang
Aris Agustiana,,5 bintang
Mpe poles,,4 bintang
Fernand Pras,,5 bintang
Julianto Rustam Efendi,,5 bintang
Citra Milano,,5 bintang
andy laksana,,5 bintang
Moh Sopyan,,5 bintang
Ahmad Affandi,,5 bintang
Abdul Hadi,,1 bintang
Gabriel Wao (gabrielwao77),,5 bintang
Imam Ibrahim,,5 bintang
rita heru,,5 bintang
Lenny Wijaya,,5 bintang
Alifian Akhmad Saefullah,,5 bintang
Tedi Muhamad Setiadi,,5 bintang
Eko Sunandar,,5 bintang
Mega Wati,,5 bintang
Nienuk Marninta,,4 bintang
Rosmidar Iyoz,,5 bintang
Muhammad Raihan,,5 bintang
Afryan Xirait,,5 bintang
MOHGUNTUR,,5 bintang
t h a h i r a h,,5 bintang
Hendra Maulana,,2 bintang
Ikhsan Fanani,,5 bintang
Abel Ludji Bire,,5 bintang
zapriadi adi,,5 bintang
dYmas dHirga,,4 bintang
Mardi Abarai,,5 bintang
Gerry Laurent,,5 bintang
Sisca J E,,4 bintang
Djawier Ennie,,4 bintang
Daniel Wungubelen,,5 bintang
EM Farih,,5 bintang
Reynaldo Martin S.H.M.H,,5 bintang
Komarudin Jn,,5 bintang
Salsabila Giovani,,5 bintang
M.fatkhu Rizqi (Rizqi),,5 bintang
Del Cano,,4 bintang
Berlian Erni,"Besttt pkonyaa
Makanan: 5
Layanan:…
Lainnya",5 bintang
Marissa Issa,,5 bintang
Dyah Khairunnisa,,5 bintang
Fakhri Satrio,,5 bintang
chairunisa pratiwi,,5 bintang
Riski Muhammad,,5 bintang
Aulia Nurul,,5 bintang
Azzahra Nabila,,5 bintang
Margarretha Marken,,5 bintang
Rivani Al Istiqomah,,5 bintang
Hanna PW,,5 bintang
Ramdhani,,5 bintang
Dedy Suprianto,,5 bintang
Chaerul Anwar Azis,,4 bintang
rafi brilianto,,5 bintang
Irwan Joker,,4 bintang
adnan haditama,,5 bintang
Aisyah Salsabilah,,5 bintang
Nugroho Ali,,4 bintang
alwanabila ayu septiana,,5 bintang
Dewanto Subejo,,5 bintang
andrean vahlefie,,5 bintang
Khanifun Nizar,,5 bintang
Badru Tamam,,5 bintang
Febri Irawan,,5 bintang
Daniel Taroreh,,5 bintang
Jepssen Yacob,,5 bintang
Frisal Al Gamar,,5 bintang
M. Ibrahim Nur,,5 bintang
marsadmuda Siregar,,5 bintang
