Nama Pengulas,Ulasan,Rating
Athina _ARL,"Fav kopi kenangan mantan
Jenis pesanan
Bawa pulang…
Lainnya",5 bintang
Muhammad Saddam,bener ada barista yg namanya sahara adzkia ?,5 bintang
Riyan Prasetyo,"Favorit nya si Omi ni klo kopken mah
Jenis pesanan
Makan di tempat…
Lainnya",5 bintang
Yani Pratomo,"Suasana tenang persis di depan Kampus Universitas Mercu Buana (Meruya, Jakarta)
Makanan: 4…
Lainnya",4 bintang
Revi Agustin,"Lovee bangett
Jenis pesanan
Makan di tempat…
Lainnya",5 bintang
Achmad Fauzi,"Penyajian nya sangat lamaa!!!!
Jenis pesanan
Pesan antar…
Lainnya",1 bintang
nasrul,"gacor king
Makanan: 5
Layanan:…
Lainnya",5 bintang
yrw waegeo,"Suasana tenang
Tempat parkir utk motor ada
Parkir Mobil ga ada
Jenis pesanan…
Lainnya",5 bintang
elisa qishab,"besttt pelayanannya, revi lucu banget sangat ramah 🫰🏻 …
Makanan: 5…
Lainnya",5 bintang
naura salsabila,"Ramah, bersih servies baik
Makanan: 5…
Lainnya",5 bintang
Salsabila Hesa,"sangat ramah dan ruangan yg dingin
Jenis pesanan
Makan di tempat…
Lainnya",5 bintang
Bayu Rindonesia,"Tempat nyaman untuk ngopi
Jenis pesanan
Makan di tempat…
Lainnya",5 bintang
Randy Januar,"Keren...buat santai lebihh asikk
Jenis pesanan
Bawa pulang…
Lainnya",5 bintang
Aurell Zahra,"Tempat nya nyaman bgt buat nongkrong sama temen, terus pelayanan nya oke banget
Jenis pesanan…
Lainnya",5 bintang
Aulia Revana,"tempatnya bagus nyaman buat nongkrong
Makanan: 5…
Lainnya",5 bintang
Leoma callista,"pelayanan nya enak ramah, tempatnya juga enak dingin nyaman buat nugas
Makanan: 5…
Lainnya",5 bintang
Herdyansyah,"Enak banget tepatnya buat kerja kelompok
Jenis pesanan
Makan di tempat…
Lainnya",5 bintang
Annida Yuniarni,"Baristanya helpfull banget, kopi dan makanannya enak seperti biasanya
Jenis pesanan…
Lainnya",5 bintang
Mutmainnah Elfathunissa,"Mantap
Makanan: 5
Layanan: 4…
Lainnya",5 bintang
amanda herina,aku sering beli di kopken buat nemenin belajar karena rasanya enak dan harga terjangkau. menunya banyak jadi ga bosen bisaa ganti-ganti pesanan :D sejauh ini pelayanannya mau di cabang mana pun yang aku datengin mostly ramah-ramah! 🤎 … Lainnya,5 bintang
Nayara Aurellie,"favv!!! ❤️ timakaciiii untuk semua barista yang ada di siniiiii, terutama kakak desli loveee 🤙🏻🤙🏻 … Lainnya",5 bintang
iis sholihat,"Pelayanan ramah dan menyenangkan
Makanan: 5…
Lainnya",5 bintang
Nurmalat Zahrav,"Sumpah enk bangettt kopi nyaa , pelayanannya baik ,ramah dan sangat responsif . Atas nama ka desli terimaksih sudah merekomendasikan kopi ini , jadi bakalan langganan terus disini . Lainnya",5 bintang
Mutiara Adhistya,"dari semester 1 sampe 8 selalu kerjain tugas sama skripsi disini. tempatnya enakk, wifi kenceng, harga murah, udh kenal baristanya asik asik dari jaman semester 1 baristanya sampe ganti lagi. best dahh kiss manjaa Lainnya",5 bintang
Oryza Sativa,"enak buat nongkrong setiap hari
Jenis pesanan
Makan di tempat…
Lainnya",5 bintang
Maul Lana,"Pelayanan nya sangat ramah dan tempat nya bersih
Makanan: 5…
Lainnya",5 bintang
melisa anastasya,"Baguss banget pelayanannya di sini, semua barista nya ramah2, kerennn
Jenis pesanan…
Lainnya",5 bintang
Neni Nur,"nyaman, pelayanan cepat
Jenis pesanan
Makan di tempat…
Lainnya",5 bintang
pramu shinta,"Baristanya ramah2, dan full senyum
Makanan: 5…
Lainnya",5 bintang
Salsa Arsa,"Crew yg cewe ga ada senyum sekalii jangan manyun baee, kalo punya masalah dirumah jangan di bawa ke tempat kerjaan neng, pembelian tgl 27/3/26. Lainnya",2 bintang
Nadine Theresia,"Tempatnya kecil, tapi banyak kursinya. Smoking room dan ruangan ber AC dipisah, tapi pintunya ga bisa ditutup rapet, orang yang masuk smoking room juga gak sadar diri sering lupa nutup. Kamar mandinya agak kotor, airnya kecil, gaada toilet … Lainnya",3 bintang
Cita,Saya datang ke sini sekitar pukul 18.30 dan kasir bertanya apakah saya ingin dibawa pulang atau makan di tempat. Saya bilang makan di tempat. Dan dia hanya mengatakan bahwa saya hanya bisa menggunakan lantai 1. Saya tidak masalah dengan … Lainnya,3 bintang
sarah adelia,🫶🏽 …,4 bintang
Nenden Paxi Damar Juliani,"Cokelat Belanda Hazelnut Panas
Jenis pesanan
Makan di tempat…
Lainnya",5 bintang
Lukman Hakim,,5 bintang
Herlinas Sutikno,,5 bintang
Secillia Oktavia,,5 bintang
HIMA Manajemen UNPAM (HMM-UNPAM),,5 bintang
subuhcantik,,5 bintang
n s,,5 bintang
Tawon Barja,,5 bintang
Siswandari Tyas,,5 bintang
Rani Anggraeni,,5 bintang
Gianesa Tarigan,,5 bintang
Mama Honey Learning,,5 bintang
nirvana latifah,,5 bintang
F! Mesh,,5 bintang
Dadang Pirlana,,5 bintang
Ilda Rusviana,,5 bintang
prilly syamsimar,,5 bintang
Indri Handayani,,5 bintang
Angenita Purwoto,,5 bintang
Ndiufu,,5 bintang
Shinta Aryani Dewi,,5 bintang
Deva Febriyantina,,5 bintang
millati indana,,5 bintang
viola nura,,5 bintang
Diva Karmelia,,4 bintang
Ratu official,,5 bintang
Dinda Basuki,,5 bintang
Rizky Bagus,,5 bintang
Idham Roofiif,,5 bintang
Novira Andraena,"Barista tersebut ramah dan baik hati.
Jenis pesanan
Bawa pulang",5 bintang
Nia DM,,5 bintang
Kuvira Beaute Official,"Pelayanan bagus, suasana nyaman, kopi enak.
Jenis pesanan
Makan di tempa…
Lainnya",5 bintang
Naira Aulia Asyafahani,,5 bintang
Diva Fadillah,,5 bintang
Amimatuz Zahra,,5 bintang
Abdul Hakim,,5 bintang
Muhammad Haris,,5 bintang
sulthan alvin,,5 bintang
Alitha Salwa,,5 bintang
Indra Ilyas,,5 bintang
Charlie Sierra,"Tempat yang nyaman, roti panggang yang nyaman, kopi yang nyaman.
Jenis pesanan…
Lainnya",5 bintang
Zalikah,,5 bintang
Patricia Kim,,5 bintang
Riyan Novriawan,,5 bintang
Tubagus Tri Mulyana,,5 bintang
Ilman Dwikurnia,,5 bintang
Papa Ben,,5 bintang
Muhammad Rafli,,5 bintang
Mara Mei Zaluna,,5 bintang
