Nama Pengulas,Ulasan,Rating
oka yuliana,"Layanan tergantung staffnya, klo yg agak tua kurang ok, agak sedikit jutek
Tarif per orang…
Lainnya",4 bintang
Andri Bani,"Tempat yg pas buat nongkrong anak zaman skrg.tempatnya enak,bersih dan bagus.Barista ramah2 dan baik. Lainnya",5 bintang
Rayi Angger,"Bisa jadi opsi Wfc sekitar Palmerah, within walking distance dari Stasiun Palmerah. Wifi dan tempat duduk proper. Lainnya",5 bintang
Dwibayu Ardiyanto,"Sayang ga ada menu makanannya, tempat Sdh cakep & bagus tinggal di tambahkan menu makanan👍 …",2 bintang
agung Nugroho,"Nyaman.. tinggal tunggu solaria buka, akan lebih lengkap..
Tarif per orang…
Lainnya",5 bintang
Ayap Bau Oreo,"Karyawannya tolong di training lagi, rasa kopinya kebanyakan air gajelas rasanya
Makanan: 1…
Lainnya",1 bintang
Damar Muhammad Dwiguna,"tempat nya cozy buat wfc or hangout sih, good service, kopi kenangan besttt
Makanan: 5…
Lainnya",5 bintang
dikinsy,"Tempat buat nongkrong atau wfc yang proper
Tarif per orang
Rp 25–50 rb…
Lainnya",5 bintang
didi momo,"abang""nya yang malam kurang senyum ihhh, emang boleh ga ramah gt wkwk
Makanan: 5…
Lainnya",2 bintang
Hilmy Cahya Pratama.,"untuk tempat best banget sih kaya di rest area jawa.. nyaman bgt vibes nya
Jenis pesanan…
Lainnya",5 bintang
eriyawan Erik,Tulisan gede buka 24 jam dibuang aja kalau belum buka 24 jam udah jauh-jauh datang malah tutup,1 bintang
Deayr D,"Sepertinya mereka kekurangan karyawan untuk membersihkan table. Kurang senyum ya
Jenis pesanan…
Lainnya",4 bintang
bianca destianti,"Store managernya agak jutek ya huft
Jenis pesanan
Bawa pulang…
Lainnya",4 bintang
Ahmad Nur Rohman,"kerenn tempat nya nyaman buat nongkii, nugas, sama rapatt +++ pelayananya asik
Makanan: 5…
Lainnya",5 bintang
Indra Sapta,"spanish lattenya rasanya laen
Tarif per orang
Rp 25–50 rb…
Lainnya",2 bintang
Ya I,"Kopi nya enak bgt
Makanan: 5
Layanan:…
Lainnya",5 bintang
m,"Lumayan luas tempat parkir mobilnya.....
Tarif per orang
Rp 25–50 rb…
Lainnya",5 bintang
Kang Dulloh,"Tempatnya cozy banget, enak buat ketemuan sama client",5 bintang
MazIan,"Viewny keren klo kesana malam dan ada yg krl lewat
Tarif per orang
Rp 1–…
Lainnya",5 bintang
Farhan Fawwaz,"Wah, tempat enak buat nongkrong ini rame - rame😎 …
Jenis pesanan
Makan di…
Lainnya",5 bintang
Lilik Modeste,Plang di depan bohong tulisannya 24 jam tapi tutup baru jam 10,1 bintang
yudha pratama,"Bagus Tempat nya untuk tempat nongkrong dan 24 jam juga
Makanan: 5…
Lainnya",5 bintang
Arif Rudi Mulyawan,"Ramah baristanya
Jenis makanan
Makan malam…
Lainnya",5 bintang
Derrie Armstrong,"tempatnya luas
Tarif per orang
Rp 1–25.000…
Lainnya",5 bintang
Nicholas Christiansen,kopinya bocor press nya kurang kuat,1 bintang
Ridho Rinaldo,"Yg suka nongki langsung aja ksni ,parkiran juga luas
Makanan: 5…
Lainnya",5 bintang
muhamad khoirul,"Tempatnya bagus cocok untuk muda mudi 👍 …
Makanan: 5…
Lainnya",5 bintang
Fachrudin Ahmad,"Ke patii beli lele, tempatt ngopi baru leee
Jenis pesanan
Makan di tempa…
Lainnya",5 bintang
Kubil Nabil45,"Tempatnya syahdu,adem banyak pepohonan.
Makanan: 5…
Lainnya",5 bintang
Ryan Fauzi,"Kopi nya encer
Makanan: 3
Layanan:…
Lainnya",3 bintang
DARMONO,"Tempatnya keren
Makanan: 5
Layanan:…
Lainnya",5 bintang
OY DOELMET,"Buat nongkrong enak tempatnya
Makanan: 5…
Lainnya",5 bintang
VIYAN ALFIYANTO,"Mantap tempatnya
Makanan: 5
Layanan:…
Lainnya",5 bintang
Dea Volenta,"Agak berisik
Tarif per orang
Rp 25–50 rb…
Lainnya",5 bintang
Evan,"cocok untuk ngopi
Makanan: 5
Layanan:…
Lainnya",5 bintang
Nurul Fadilla,"Nyaman
Makanan: 5
Layanan: 5…
Lainnya",5 bintang
fitri larasati,"Mantabbbb
Makanan: 5
Layanan:…
Lainnya",5 bintang
andhany nichyar,"Good mantap pokoknya
Makanan: 5
Layanan:…
Lainnya",5 bintang
Ru Li,"Berisik, Toilet jorok

Biar di baca owner / komandan security,Tolong FREE PARK itu berarti sudah di set … Lainnya",2 bintang
Teuku Faisal Ibrahim,"18 may jam 10 2026
ini kacau yang jaga cuma satu, ngantri banyak. dari saya pesen sampe akhirnya saya terima cuman 1 kopi aja sampe 40menitan. kacau. management kopi kenangan … Lainnya",1 bintang
Sahilla,"tempatnya nyaman, pelayanan oke, baristanya ramah banget
Makanan: 5…
Lainnya",5 bintang
Muhammad Septian,"Kopken terbaik Ada live music, buka 24 jam JOOSSSS 🔥🔥🔥🔥🔥 …
Tarif per orang…
Lainnya",5 bintang
lasma tampubolon,"Selalu ramai apalagi kalo malam, berarti tempat dan vibes nya enak. Udah 2x wfc disini
Tarif per oran…
Lainnya",5 bintang
Nitaza Adzkia,"Live musik nya asik
Tarif per orang
Rp 25–50 rb…
Lainnya",5 bintang
bahar bahar,"Mantapppp
Makanan: 5
Layanan:…
Lainnya",5 bintang
Pipit Puspita,"Tempatnya strategis , parkiran luas, 24 jam ada live music, pelayanannya ramah dan cepat. The best pokoknya Lainnya",5 bintang
novita sari,Sudah sering ngopi disini.  Tempatnya nyaman. Dan kebetulan lg laper akhirnya coba ayamnya.  Tapi ternyata ayamnya terlihat tidak fresh. Dan gak jadi kemakan. Tolong untuk kualitas makanan diperhatikan. Lainnya,3 bintang
Muhamad Fadhel,"Tempat nyaman bersih pelayanan nya oke
Makanan: 5…
Lainnya",5 bintang
Heti Hernawanti,"Tempatnya nyaman dan bersih, cocok buat nongkrong atau nugas. Baristanya juga ramah dan keren-keren, apalagi pas anak malem. Barista yang namanya Fadel ngerekomendasiin menu baru, dan ternyata enak banget.  Choux Puff Strawberry-nya jadi favorit aku sekarang walau sopny hrs di panasin tapi aku lbih suka yg ga dipanasin Lainnya",5 bintang
Hafiz Darmawan,"oke baik
Makanan: 5
Layanan:…
Lainnya",5 bintang
Rico Orlando,tempat nyaman luas dan cozy! akhir pekan suka ada live music suaru terobosan yang baik buat tempat kopi. Lainnya,5 bintang
masta nasution,"Indoor n outdoor
Buka 24 jam
Dekat dgn stasiun Palmerah
Parkir toilet mushola tersedia
Tarif per oran…
Lainnya",5 bintang
Taufiqurrachman LD,"Plg kantor mampir ke sini, mantaff... Sambil dengar live musik
Makanan: 5…
Lainnya",5 bintang
Ria Indri Astuti,"Ramah bener karyawanya, the best lah
Saya gak tau cara pakai point di aplikasi kenangan dibantu diarahin … Lainnya",5 bintang
Elisma Molo,"Lagi di perjalanan jauh dari Tgr ke Fairmont, mampir ke Kopi kenangan beli kopi mereka.
Biasanya pagi2 ketemu beberapa baristanya mukanya pada jutek mungkin masih … Lainnya",5 bintang
Rafli Rifqi,"jujur panas
Makanan: 4
Layanan:…
Lainnya",2 bintang
Ario Lomban,Bagus banget harga makanan minuman terjangkau pelayanannya bagus banget staf nya ramah2 responsif dan terutama ada live musik nya bisa nyanyi bareng.. sukses selalu Lainnya,5 bintang
Timoty Tamaka,Tempat nya seru and cozy. Dan baru tau di cabang urban Hub ada live musik nya wowwww 🫶🏻😜 semoga ada live musik di cabang lain nya  juga😁🤘🏻 … Lainnya,5 bintang
Maheswara Widyadana,"Ada LIVE MUSICNYAA, nama bandnya Morioka Band, tiap Kamis, Jumat, dan Sabtu jam 8 sampai jam 11 malam. Lainnya",5 bintang
Ridwan Nuralam,"Tmt kumpul seru
Makanan: 5
Layanan:…
Lainnya",5 bintang
Putra putra,"barista yang nama rafi putra ramah sopan tidak smbong
Makanan: 5…
Lainnya",5 bintang
Zahwa fikrya Putri,tempatnyaa bersih barista nya juga ramah’ pelayanannya okee💗apa lg sm barista ats nama ka rafi baik bngt😍🫰🏻 … Lainnya,5 bintang
Alfian Syaputra,"Mantap barista nya , tempat nya luas , samping Solaria, tiap istrahat selalu mampir
Makanan: 5…
Lainnya",5 bintang
Liee Cinta,"Menyenangkan suasananya aplgi di layani barista an rafi putra udh baik,ganteng,soleh pula
Tarif per o…
Lainnya",5 bintang
Iqbal Habib,Datang ke sini saat malam minggu. Sepertinya baru pertama kali ini menemukan cabang kopi kenangan ada live musicnya. Rasa kopi konsisten dengan cabang lain dan suasananya cukup nyaman. Lainnya,5 bintang
Helna Suci Tania,"Overall kopken enak sama seperti outlet yg lain, tp sangat disayangkan untuk bagian indoor sangat terbatas, jd terpaksa duduk di luar panas polll kurang recommended kalau siang2 disini dan duduk di bagian outdoornya Lainnya",4 bintang
Z-Local guide,"Tempatnya cocok untuk nongkrong
Tarif per orang
Rp 1–25.000…
Lainnya",5 bintang
Pungkas Sundoro Putro,"Tempat nyaman, lega, parkir cukup luas.
Tersedia mushola disebelah nya
Tarif per orang…
Lainnya",5 bintang
Ihoyy Goib,"satpamnya ngga ramah
Makanan: 5
Layanan:…
Lainnya",5 bintang
Amarta,"keren banget gan
Makanan: 5
Layanan:…
Lainnya",5 bintang
Muhammad Najib,"Kopi Kenangan yang ramai banget dan dekat dengan Solaria, ditambah lagi Parkir nya Gratis bro 👑. …
Tar…
Lainnya",5 bintang
Arief,"Kopi Kenangan Urban Hub Palmerah berlokasi di Jl. Tentara Pelajar - Palmerah.

Area parkir mobil luas dan mudah diakses. … Lainnya",4 bintang
Tony,"Tempat ngopi yang nyaman dengan pemandangan indah.
Saya biasanya memesan terlebih dahulu menggunakan aplikasi Kopi Kenangan, jadi saya tidak banyak berinteraksi dengan staf, tetapi pelayanannya selalu lancar dan … Lainnya",5 bintang
R Emilia,"Cukup nyaman. Seperti yang saya amati, semua orang menikmati waktu mereka untuk bekerja, belajar, mengobrol, atau sekadar menikmati kopi. Lainnya",5 bintang
Jericho Siahaya,"Tempat parkirnya luas, tempatnya bersih dan harganya oke!
Jenis pesanan…
Lainnya",5 bintang
Yudi Setiawan,"Ini dia Kopi Kenangan baru di lokasi baru @Urban Hub. Dan buka 24 jam.
Tarif per orang…
Lainnya",5 bintang
Hendri K,"Sangat ramai dan buka 24 jam
Tarif per orang
Rp 1–25.000…
Lainnya",5 bintang
Dhammavicaya Saputra,"Suasana positif & tempat yang nyaman
Tarif per orang
Rp 50–75 rb…
Lainnya",5 bintang
windi larasati,"Kopi pertamaku di tahun 2026 dimulai dari kamu.
Makanan: 5…
Lainnya",5 bintang
Haykal Hakeem,"Tempat yang asyik untuk berdiskusi dan nongkrong. Cukup dekat dengan Stasiun Palmerah.
Makanan:…
Lainnya",5 bintang
Abdul Hamid Suherlan,"LAMA SEKALI, YA TUHAN!!!
PESAN AMERICANO DARI 22.01, BARU SAJA JADI 22.25!!!!!!!
Makanan: 5…
Lainnya",2 bintang
Dazzlin Buzzlin,"Meja harus diamankan di dalam ruangan pada akhir pekan.
Tarif per orang…
Lainnya",5 bintang
Tommy Ismaya,Menyenangkan untuk bersantai,5 bintang
Syabrinah Syaifuddin,"Bagus
Makanan: 5
Layanan: 5…
Lainnya",5 bintang
Syamsul azka Riffai,,5 bintang
Safira Eswara,"Suasana tenang di pagi hari
Tarif per orang
Rp 75–100 rb…
Lainnya",5 bintang
Adhifa Rihan,"Cocok buat WFC atau anak
Jenis pesanan
Makan di tempat…
Lainnya",5 bintang
Ainur Rahma,,5 bintang
Alam Ramadhani,,5 bintang
Dimas Ismail,,5 bintang
Arya Dimas,,5 bintang
Edy Irwansyah,,4 bintang
Jonathan Dharma,,4 bintang
bunda Amy,,5 bintang
Fahmi Ramdani Adin,,5 bintang
Arman Riyansyah,,5 bintang
Ayi Bandung,,5 bintang
Eka R,,5 bintang
Wahyu Darmawan,,5 bintang
asep gunawan,,4 bintang
Siti Hanifah,,5 bintang
Yudis Tira,,5 bintang
Yoga Septianto,,5 bintang
Achmad A,,5 bintang
Arie Safwan,,5 bintang
ARIF RUDI MULYAWAN,,5 bintang
Qodhi Zada alfito,,5 bintang
6039 Moh Fatur Rohman,,5 bintang
Budi “Awan” Kurniawan,,5 bintang
heru prasetyo,,4 bintang
Sucheng Thai,,5 bintang
Agung Nugroho,,5 bintang
Shaqillah Indrianti,,5 bintang
Rudy Hartono,,5 bintang
Fajrudin Akbar,,4 bintang
ridha rahmah,,4 bintang
Andi Game,,5 bintang
Dimas Anwar Aziz,,5 bintang
Amanda Mildred Supusepa,,5 bintang
Putu Rizki Mahardhika,,5 bintang
MOHAMAD SOLIHIN,,5 bintang
Teo Minaroy,,5 bintang
G. K. Hidayat,,5 bintang
kendhi knc,,5 bintang
Yosia Damar,,5 bintang
Ayu Nofitri,,5 bintang
Fharisa Adlia,,5 bintang
alie spilner,,5 bintang
Didiets Setyabudi,,5 bintang
NAKUM,,5 bintang
sanikhsan,,5 bintang
Niko Pratito,,5 bintang
wati mezita,,1 bintang
A__ S__,,5 bintang
KS,,4 bintang
rosemita komala,,5 bintang
Ahmad Rifai,,5 bintang
Nanda Putri,,5 bintang
Kopi Kenangan Urban Hub Palmerah,,5 bintang
Arya Sena,,5 bintang
Bagus Maulana,,5 bintang
Rileo,,5 bintang
Muhamad Saifuloh,,5 bintang
Ibrahim Mukhlis,,5 bintang
Damar Malik,,5 bintang
Lyaa,,5 bintang
Chalula Patridina,,5 bintang
Andika Septian,,5 bintang
Heru Nanda,,5 bintang
rizki abdi,,5 bintang
davinaoktari21,,5 bintang
teuku dino,,5 bintang
Umar Dudun,,5 bintang
Santana Sakti,,5 bintang
Afeifsandro Afeif,,5 bintang
Heri Handoko,,5 bintang
Antonius Edwin,"Tempatnya ramai, tempat duduk di luar sangat panas. Minuman standar.
Tarif per orang…
Lainnya",5 bintang
Pras set,"Cocok untuk bekerja dan mengobrol dengan teman-teman di akhir pekan.
Tarif per orang…
Lainnya",5 bintang
Diah Rahmani,,5 bintang
Retno Rahmasari,,5 bintang
Agus Widodo,,5 bintang
Damero Azzuro,,5 bintang
achriziq,,5 bintang
kevin tanuwijaya,,5 bintang
aditya putra,,2 bintang
Desliana Dwi,,5 bintang
andari nadya kusuma,,5 bintang
Fikri Alam Rabbani,,5 bintang
Miftahul Jannah,,5 bintang
Derryl D,Kopi Kenangan di Urban Hub Palmerah adalah pilihan praktis bagi siapa pun yang menjelajahi area Palmerah yang ramai. Lokasinya di dalam pusat komersial menjadikannya tempat peristirahatan yang mudah bagi pekerja kantoran atau komuter. … Lainnya,5 bintang
Plat _B,,5 bintang
Joseph Michael,,5 bintang
YUDI,,5 bintang
Tobroni Roni,,5 bintang
Madupangarso Yogantoro,,5 bintang
Ajeng Widiana Resmi,,5 bintang
DAVID,,5 bintang
Naufal Ikhsan,,5 bintang
Arif Praditya,,5 bintang
Joseph Parulian,,4 bintang
Samuel Irfantius,,5 bintang
Sendy Denis,,5 bintang
Novctavia heis Susanti (Novctavia),,5 bintang
Zepi Sinaga,,5 bintang
Rio,,5 bintang
Ranja Allbiru,,5 bintang
Rido Aldino,,5 bintang
dYmas dHirga,,5 bintang
zapriadi adi,,5 bintang
Babar akbar,,4 bintang
Siti Nurhasanah,,5 bintang
Papa 2Lio,,5 bintang
alam pradana,,5 bintang
sandy,,4 bintang
Agisa Muttaqien,,4 bintang
Jihan Irani,,5 bintang
Irin Reggasha,,5 bintang
Christoper Dewa,,5 bintang
Aditya Bayu Saputra,,5 bintang
Heru Margowiyono,,5 bintang
