Nama Pengulas,Ulasan,Rating
sansan san,,5 bintang
David Santoso,,4 bintang
Hyungseok,"Tempat yang bagus!
Jenis pesanan
Makan di tempat…
Lainnya",5 bintang
Vasko Tabasco,"Tempatnya sangat bagus
Jenis pesanan
Makan di tempat…
Lainnya",5 bintang
Chelsea Titiheru,,5 bintang
Siska Amelia,"untuk semua kebaikan
Makanan: 5
Layanan:…
Lainnya",5 bintang
Zahwah Faiqa irawan,,5 bintang
Poco M6 Pro,"Kopken terburuk yang pernah ada!
Makanan: 1…
Lainnya",1 bintang
Sarah Puspita,"Yang terbaik banget🤩😘💋 …
Makanan: 5…
Lainnya",5 bintang
firyal rohadatul aisy,,1 bintang
tris chanel,"Bagus
Makanan: 5
Layanan: 5…
Lainnya",5 bintang
Debby Yefrita,,5 bintang
Ratih Julia,,5 bintang
Richard,Cabang yang bagus. Pelayanannya cepat meskipun ramai. Tempatnya bersih saat saya berkunjung. Kopi yang saya pesan juga memiliki komposisi yang tepat sesuai permintaan saya. Tapi mungkin bukan pilihan yang baik jika kita datang bersama … Lainnya,5 bintang
Meiwzar,,5 bintang
민주Jesse Joeshua Sanjaya,"Suka sekali!
Jenis pesanan
Makan di tempat…
Lainnya",5 bintang
Gracella katoppo,,5 bintang
Gibran Okky harytio,,5 bintang
Jessica Laimeheriwa,,5 bintang
Jeremia Mesah,,5 bintang
Shelly Saputra,,5 bintang
MARCHEL SIAHAAN,"Bagus
Makanan: 5
Layanan: 5…
Lainnya",5 bintang
Marufyy,,5 bintang
Twilight,,5 bintang
xDJANZ,,5 bintang
Tirto David Fransiscus,,5 bintang
Lillac,,5 bintang
Arief,"Kopi Kenangan Ruko Sawah Besar berlokasi di Jl. Krekot Bunder Raya - Pasar Baru.
Parkir mobil berada di pinggir jalan, akan ada petugas yang membantu. … Lainnya",4 bintang
Dwiki Setiawan,,5 bintang
Julius Ronald,"Nyaman
Jenis pesanan
Makan di tempat…
Lainnya",5 bintang
Jo,,5 bintang
Anggara Putra,,5 bintang
aiqaa,,5 bintang
jeceee,,5 bintang
Mega Feranti,,5 bintang
